split,model_name,threshold,accuracy,balanced_accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,specificity,number_of_samples,number_of_truth,number_of_lie
realtime_simulation,random_forest,0.58,0.48325358851674644,0.4891423859263332,0.49056603773584906,0.24299065420560748,0.325,0.2647058823529412,0.7570093457943925,0.7352941176470589,209,102,107
realtime_simulation,random_forest,0.59,0.4880382775119617,0.49450247388675095,0.5,0.22429906542056074,0.3096774193548387,0.23529411764705882,0.7757009345794392,0.7647058823529411,209,102,107
realtime_simulation,random_forest,0.6,0.49282296650717705,0.4994044346710647,0.5106382978723404,0.22429906542056074,0.3116883116883117,0.22549019607843138,0.7757009345794392,0.7745098039215687,209,102,107
realtime_simulation,random_forest,0.61,0.5119617224880383,0.5190122778083196,0.5581395348837209,0.22429906542056074,0.32,0.18627450980392157,0.7757009345794392,0.8137254901960784,209,102,107
realtime_simulation,random_forest,0.62,0.5215311004784688,0.5292743265530511,0.5945945945945946,0.205607476635514,0.3055555555555556,0.14705882352941177,0.794392523364486,0.8529411764705882,209,102,107
realtime_simulation,random_forest,0.63,0.5167464114832536,0.5246014293567894,0.5833333333333334,0.19626168224299065,0.2937062937062937,0.14705882352941177,0.8037383177570093,0.8529411764705882,209,102,107
realtime_simulation,random_forest,0.64,0.5119617224880383,0.5201575957485798,0.5757575757575758,0.17757009345794392,0.2714285714285714,0.13725490196078433,0.822429906542056,0.8627450980392157,209,102,107
realtime_simulation,random_forest,0.65,0.5119617224880383,0.5203866593366319,0.5806451612903226,0.16822429906542055,0.2608695652173913,0.12745098039215685,0.8317757009345794,0.8725490196078431,209,102,107
realtime_simulation,random_forest,0.66,0.5119617224880383,0.5206157229246838,0.5862068965517241,0.1588785046728972,0.25,0.11764705882352941,0.8411214953271028,0.8823529411764706,209,102,107
realtime_simulation,random_forest,0.67,0.5215311004784688,0.5306487080813633,0.64,0.14953271028037382,0.24242424242424243,0.08823529411764706,0.8504672897196262,0.9117647058823529,209,102,107
realtime_simulation,random_forest,0.68,0.5167464114832536,0.5259758108851017,0.625,0.14018691588785046,0.22900763358778625,0.08823529411764706,0.8598130841121495,0.9117647058823529,209,102,107
realtime_simulation,random_forest,0.69,0.5215311004784688,0.5308777716694154,0.6521739130434783,0.14018691588785046,0.23076923076923078,0.0784313725490196,0.8598130841121495,0.9215686274509803,209,102,107
realtime_simulation,random_forest,0.7,0.5119617224880383,0.521531977276892,0.6190476190476191,0.12149532710280374,0.203125,0.0784313725490196,0.8785046728971962,0.9215686274509803,209,102,107
realtime_simulation,random_forest,0.71,0.5119617224880383,0.5222191680410482,0.6666666666666666,0.09345794392523364,0.16393442622950818,0.049019607843137254,0.9065420560747663,0.9509803921568627,209,102,107
realtime_simulation,random_forest,0.72,0.5023923444976076,0.5128733736485248,0.6153846153846154,0.07476635514018691,0.13333333333333333,0.049019607843137254,0.9252336448598131,0.9509803921568627,209,102,107
realtime_simulation,random_forest,0.73,0.49760765550239233,0.5086586036283672,0.625,0.04672897196261682,0.08695652173913043,0.029411764705882353,0.9532710280373832,0.9705882352941176,209,102,107
realtime_simulation,random_forest,0.74,0.49760765550239233,0.5086586036283672,0.625,0.04672897196261682,0.08695652173913043,0.029411764705882353,0.9532710280373832,0.9705882352941176,209,102,107
realtime_simulation,random_forest,0.75,0.49760765550239233,0.5086586036283672,0.625,0.04672897196261682,0.08695652173913043,0.029411764705882353,0.9532710280373832,0.9705882352941176,209,102,107
realtime_simulation,random_forest,0.76,0.5023923444976076,0.5135605644126809,0.7142857142857143,0.04672897196261682,0.08771929824561403,0.0196078431372549,0.9532710280373832,0.9803921568627451,209,102,107
realtime_simulation,random_forest,0.77,0.507177033492823,0.5184625251969947,0.8333333333333334,0.04672897196261682,0.08849557522123894,0.00980392156862745,0.9532710280373832,0.9901960784313726,209,102,107
realtime_simulation,random_forest,0.78,0.507177033492823,0.5186915887850467,1.0,0.037383177570093455,0.07207207207207207,0.0,0.9626168224299065,1.0,209,102,107
realtime_simulation,random_forest,0.79,0.5023923444976076,0.514018691588785,1.0,0.028037383177570093,0.05454545454545454,0.0,0.9719626168224299,1.0,209,102,107
realtime_simulation,random_forest,0.8,0.49760765550239233,0.5093457943925234,1.0,0.018691588785046728,0.03669724770642202,0.0,0.9813084112149533,1.0,209,102,107
realtime_simulation,random_forest,0.81,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.82,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.83,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.84,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.85,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.86,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.87,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.88,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.89,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.9,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.91,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.92,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.93,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.94,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
realtime_simulation,random_forest,0.95,0.4880382775119617,0.5,0.0,0.0,0.0,0.0,1.0,1.0,209,102,107
test,causal_tcn,0.05,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.06,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.07,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.08,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.09,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.1,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.11,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.12,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.13,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.14,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.15,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.16,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.17,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.18,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.19,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.2,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.21,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.22,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.23,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.24,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.25,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.26,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.27,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.28,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.29,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.3,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.31,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.32,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.33,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.34,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.35,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.36,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.37,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.38,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.39,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.4,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.41,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.42,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.43,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.44,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,causal_tcn,0.45,0.5416666666666666,0.5416666666666666,0.5217391304347826,1.0,0.6857142857142857,0.9166666666666666,0.0,0.08333333333333333,24,12,12
test,causal_tcn,0.46,0.5,0.5,0.5,0.8333333333333334,0.625,0.8333333333333334,0.16666666666666666,0.16666666666666666,24,12,12
test,causal_tcn,0.47,0.5,0.5,0.5,0.8333333333333334,0.625,0.8333333333333334,0.16666666666666666,0.16666666666666666,24,12,12
test,causal_tcn,0.48,0.4583333333333333,0.45833333333333337,0.4666666666666667,0.5833333333333334,0.5185185185185185,0.6666666666666666,0.4166666666666667,0.3333333333333333,24,12,12
test,causal_tcn,0.49,0.4583333333333333,0.45833333333333337,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.5,0.5833333333333334,0.5,24,12,12
test,causal_tcn,0.5,0.4583333333333333,0.4583333333333333,0.42857142857142855,0.25,0.3157894736842105,0.3333333333333333,0.75,0.6666666666666666,24,12,12
test,causal_tcn,0.51,0.5,0.5,0.5,0.08333333333333333,0.14285714285714285,0.08333333333333333,0.9166666666666666,0.9166666666666666,24,12,12
test,causal_tcn,0.52,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.53,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.54,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.55,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.56,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.57,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.58,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.59,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.6,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.61,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.62,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.63,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.64,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.65,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.66,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.67,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.68,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.69,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.7,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.71,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.72,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.73,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.74,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.75,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.76,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.77,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.78,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.79,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.8,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.81,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.82,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.83,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.84,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.85,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.86,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.87,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.88,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.89,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.9,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.91,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.92,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.93,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.94,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,causal_tcn,0.95,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,24,12,12
test,gru,0.05,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.06,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.07,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.08,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.09,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.1,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.11,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.12,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.13,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.14,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.15,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.16,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.17,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.18,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.19,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.2,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.21,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.22,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.23,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.24,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.25,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.26,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.27,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.28,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
test,gru,0.29,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,24,12,12
