run_version,created_at,dataset_version,selected_model,fallback_model,best_model_name,best_split,best_f1,best_accuracy,best_roc_auc,false_positive_rate,false_negative_rate,number_of_samples,manifest_path,warning_count
run_v001,2026-06-01T16:09:23,dataset_v001,random_forest,gru,random_forest,test,0.6666666666666666,0.625,0.5694444444444444,0.5,0.25,24,reports\tracking\latest_run_manifest.json,0
run_v002,2026-06-01T16:11:27,dataset_v002,random_forest,gru,random_forest,test,0.6666666666666666,0.625,0.5694444444444444,0.5,0.25,24,reports\tracking\latest_run_manifest.json,0
